column0,selfRM,type,UT,MOD,TRIG,HZ,SEPS,ANGS,AMPS,ts,fps,emGain,exptime,ts:1,atime,wtime,wmatime,ts:2,dimm_fwhm,ts:3,ra,dc,el,ha,rotoff,ts:4,state,loopgain,multcoef,ts:5,gains,mcs,camwfs_time_ts,camwfs_time_ts:1,tcsi_telsee_ts,tcsi_telpos_ts,holoop_ts,hogain_ts
58,selfRM_20230315_LAB_spark_1800_020amps_20seps_1Hz.fits,LAB,2023-03-15 22:52:25,true,true,,20.0,0.0,0.02,2023-03-15 22:52:22.737601,1800.0,10.0,0.0,2023-03-15 22:52:24.744906,0.000555610445,0.000555608457,4.3550155e-05,2023-03-15 10:24:40.870445,0.47,2023-03-15 22:52:24.013011,85.438958333333,-29.026583333333,90.0004,0.001388888889,86.6132,2023-03-15 22:52:17.576671,2,1.0,0.98,2023-03-15 22:52:18.426598,"[0.65, 0.65, 0.35, 0.25, 0.25, 0.25, 0.15, 0.15, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-15 22:52:22.737601,2023-03-15 22:52:24.744906,2023-03-15 10:24:40.870445,2023-03-15 22:52:24.013011,2023-03-15 22:52:17.576671,2023-03-15 22:52:18.426598
60,selfRM_20230315_LAB_spark_1800_050amps_20seps_1Hz.fits,LAB,2023-03-15 22:55:35,true,true,,20.0,0.0,0.05,2023-03-15 22:55:31.888608,1800.0,10.0,0.0,2023-03-15 22:55:33.895922,0.000555610445,0.000555607397,4.3586601e-05,2023-03-15 10:24:40.870445,0.47,2023-03-15 22:55:34.519944,86.234291666667,-29.024833333333,90.0004,0.001388888889,86.6138,2023-03-15 22:55:27.610806,2,1.0,0.98,2023-03-15 22:55:27.665733,"[0.65, 0.65, 0.35, 0.25, 0.25, 0.25, 0.15, 0.15, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-15 22:55:31.888608,2023-03-15 22:55:33.895922,2023-03-15 10:24:40.870445,2023-03-15 22:55:34.519944,2023-03-15 22:55:27.610806,2023-03-15 22:55:27.665733
16,selfRM_20230316_0055_BetaPic_spark_020amps_22seps.fits,SKY,2023-03-16 00:57:13,true,true,,22.0,-20.0,0.02,2023-03-16 00:57:12.547609,1800.0,250.0,0.0,2023-03-16 00:57:12.032888,0.000555610312,0.000555608854,4.3734767e-05,2023-03-16 00:57:05.779674,0.58,2023-03-16 00:57:11.943448,86.818791666667,-51.072944444444,58.5758,2.000833333333,43.7169,2023-03-16 00:57:04.926584,2,1.0,0.98,2023-03-16 00:57:03.336169,"[0.7, 0.7, 0.35, 0.25, 0.25, 0.25, 0.2, 0.15, 0.15, 0.1, 0.1, 0.1, 0.1, 0.09, 0.03]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-16 00:57:12.547609,2023-03-16 00:57:12.032888,2023-03-16 00:57:05.779674,2023-03-16 00:57:11.943448,2023-03-16 00:57:04.926584,2023-03-16 00:57:03.336169
17,selfRM_20230316_0250_BetaPic_spark_020amps_22seps.fits,SKY,2023-03-16 02:50:34,true,true,,22.0,-20.0,0.02,2023-03-16 02:50:29.413605,1800.0,250.0,0.0,2023-03-16 02:50:33.942893,0.000555610842,0.000555612168,4.3625961e-05,2023-03-16 02:50:27.364221,0.41,2023-03-16 02:50:33.116975,86.811666666667,-51.067694444444,41.7146,3.895833333333,43.7129,2023-03-16 02:50:28.177318,2,1.0,0.98,2023-03-16 02:50:30.16892,"[0.65, 0.6, 0.35, 0.2, 0.25, 0.25, 0.15, 0.15, 0.1, 0.1, 0.1, 0.1, 0.1, 0.04, 0.03]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-16 02:50:29.413605,2023-03-16 02:50:33.942893,2023-03-16 02:50:27.364221,2023-03-16 02:50:33.116975,2023-03-16 02:50:28.177318,2023-03-16 02:50:30.16892
18,selfRM_20230316_0305_BetaPic_spark_020amps_22seps.fits,SKY,2023-03-16 03:08:44,true,true,,22.0,-20.0,0.02,2023-03-16 03:08:41.484606,1800.0,250.0,0.0,2023-03-16 03:08:43.491899,0.000555610312,0.000555608324,4.3709719e-05,2023-03-16 03:08:35.437108,0.39,2023-03-16 03:08:43.698659,86.811208333333,-51.066611111111,38.8475,4.199444444444,43.7118,2023-03-16 03:08:38.380432,2,1.0,0.98,2023-03-16 03:08:43.35643,"[0.65, 0.6, 0.35, 0.2, 0.25, 0.25, 0.15, 0.15, 0.1, 0.1, 0.1, 0.1, 0.1, 0.04, 0.03]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-16 03:08:41.484606,2023-03-16 03:08:43.491899,2023-03-16 03:08:35.437108,2023-03-16 03:08:43.698659,2023-03-16 03:08:38.380432,2023-03-16 03:08:43.35643
20,selfRM_20230316_HD95086_spark_020amps_15seps.fits,SKY,2023-03-16 07:02:33,true,true,,15.0,0.0,0.02,2023-03-16 07:02:26.047609,1800.0,600.0,0.0,2023-03-16 07:02:30.576857,0.000555610445,0.000555609119,4.3686394e-05,2023-03-16 07:02:32.258222,0.86,2023-03-16 07:02:32.257228,164.252958333333,-68.672638888889,42.8185,2.939166666667,22.725,2023-03-16 07:02:31.961441,2,1.0,0.98,2023-03-16 07:02:26.714439,"[0.7, 0.7, 0.6, 0.4, 0.3, 0.25, 0.2, 0.15, 0.15, 0.1, 0.05, 0.05, 0.01, 0.01, 0.01]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-16 07:02:26.047609,2023-03-16 07:02:30.576857,2023-03-16 07:02:32.258222,2023-03-16 07:02:32.257228,2023-03-16 07:02:31.961441,2023-03-16 07:02:26.714439
19,selfRM_20230316_HD143006_spark_020amps_20seps.fits,SKY,2023-03-16 10:24:36,true,true,,20.0,0.0,0.02,2023-03-16 10:24:33.564608,1800.0,600.0,0.0,2023-03-16 10:24:35.571909,0.000555610842,0.000555609782,4.3663069e-05,2023-03-16 10:24:30.617204,0.45,2023-03-16 10:24:35.773197,239.648125,-22.960361111111,71.7781,1.281111111111,271.7853,2023-03-16 10:24:32.204102,2,1.0,0.98,2023-03-16 10:24:29.369584,"[0.7, 0.7, 0.6, 0.4, 0.3, 0.25, 0.2, 0.15, 0.15, 0.1, 0.05, 0.05, 0.01, 0.01, 0.01]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-16 10:24:33.564608,2023-03-16 10:24:35.571909,2023-03-16 10:24:30.617204,2023-03-16 10:24:35.773197,2023-03-16 10:24:32.204102,2023-03-16 10:24:29.369584
61,selfRM_20230316_LAB_spark_1800_020amps_22seps.fits,LAB,2023-03-16 18:33:11,true,true,,22.0,0.0,0.02,2023-03-16 18:33:08.709601,1800.0,1.0,0.0,2023-03-16 18:33:10.716899,0.000555609782,0.000555607131,4.3623178e-05,2023-03-16 10:24:59.30358,0.45,2023-03-16 17:47:24.158739,9.9555,-29.12475,89.9945,-0.000555555556,275.0734,2023-03-16 18:33:01.508523,2,1.0,0.98,2023-03-16 18:33:07.180044,"[0.6, 0.6, 0.4, 0.4, 0.35, 0.3, 0.25, 0.2, 0.2, 0.15, 0.15, 0.1, 0.05, 0.03, 0.02]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-16 18:33:08.709601,2023-03-16 18:33:10.716899,2023-03-16 10:24:59.30358,2023-03-16 17:47:24.158739,2023-03-16 18:33:01.508523,2023-03-16 18:33:07.180044
62,selfRM_20230316_LAB_spark_1800_020amps_22seps_n20angs.fits,LAB,2023-03-16 18:48:02,true,true,,22.0,-20.0,0.02,2023-03-16 18:48:01.507621,1800.0,1.0,0.0,2023-03-16 18:48:00.9929,0.000555610312,0.000555607662,4.3634841e-05,2023-03-16 10:24:59.30358,0.45,2023-03-16 17:47:24.158739,9.9555,-29.12475,89.9945,-0.000555555556,275.0734,2023-03-16 18:48:01.673241,2,1.0,0.98,2023-03-16 18:47:55.036972,"[0.6, 0.6, 0.4, 0.4, 0.35, 0.3, 0.25, 0.2, 0.2, 0.15, 0.15, 0.1, 0.05, 0.03, 0.02]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-16 18:48:01.507621,2023-03-16 18:48:00.9929,2023-03-16 10:24:59.30358,2023-03-16 17:47:24.158739,2023-03-16 18:48:01.673241,2023-03-16 18:47:55.036972
29,selfRM_20230317_BPIC_OLD.fits,SKY,2023-03-17 03:09:33,true,true,,20.0,45.0,0.02,2023-03-17 03:09:29.829608,1800.0,250.0,0.0,2023-03-17 03:09:31.83692,0.000555610842,0.000555606336,4.3799839e-05,2023-03-17 03:00:56.498272,0.97,2023-03-17 03:09:32.705185,86.811583333333,-51.067583333333,38.094,4.279444444444,75.5909,2023-03-17 03:09:24.180704,2,0.9,0.98,2023-03-17 03:09:25.209029,"[0.6, 0.6, 0.4, 0.4, 0.35, 0.3, 0.25, 0.2, 0.1, 0.05, 0.05, 0.1, 0.1, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 03:09:29.829608,2023-03-17 03:09:31.83692,2023-03-17 03:00:56.498272,2023-03-17 03:09:32.705185,2023-03-17 03:09:24.180704,2023-03-17 03:09:25.209029
30,selfRM_20230317_HD142527.fits,BAD,2023-03-17 03:09:33,true,true,,20.0,45.0,0.02,2023-03-17 03:09:29.829608,1800.0,250.0,0.0,2023-03-17 03:09:31.83692,0.000555610842,0.000555606336,4.3799839e-05,2023-03-17 03:00:56.498272,0.97,2023-03-17 03:09:32.705185,86.811583333333,-51.067583333333,38.094,4.279444444444,75.5909,2023-03-17 03:09:24.180704,2,0.9,0.98,2023-03-17 03:09:25.209029,"[0.6, 0.6, 0.4, 0.4, 0.35, 0.3, 0.25, 0.2, 0.1, 0.05, 0.05, 0.1, 0.1, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 03:09:29.829608,2023-03-17 03:09:31.83692,2023-03-17 03:00:56.498272,2023-03-17 03:09:32.705185,2023-03-17 03:09:24.180704,2023-03-17 03:09:25.209029
21,selfRM_20230317_0354_HD95086.fits,SKY,2023-03-17 03:53:37,true,true,,20.0,0.0,0.02,2023-03-17 03:53:36.434608,1800.0,600.0,0.0,2023-03-17 03:53:35.919909,0.000555610975,0.000555609119,4.3783405e-05,2023-03-17 03:53:32.855751,0.9,2023-03-17 03:53:36.975886,164.279875,-68.671972222222,50.2114,-0.153611111111,23.6632,2023-03-17 03:53:28.660108,2,1.5,0.98,2023-03-17 03:53:36.755605,"[0.6, 0.5, 0.35, 0.35, 0.3, 0.3, 0.25, 0.2, 0.15, 0.05, 0.1, 0.2, 0.1, 0.1, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 03:53:36.434608,2023-03-17 03:53:35.919909,2023-03-17 03:53:32.855751,2023-03-17 03:53:36.975886,2023-03-17 03:53:28.660108,2023-03-17 03:53:36.755605
22,selfRM_20230317_0411_HD95086.fits,SKY,2023-03-17 04:14:27,true,true,,20.0,0.0,0.02,2023-03-17 04:14:24.840622,1800.0,600.0,0.0,2023-03-17 04:14:26.848078,0.000555610842,0.000555610842,4.3634708e-05,2023-03-17 04:14:24.501039,1.19,2023-03-17 04:14:26.504115,164.277958333333,-68.67275,50.1974,0.194444444444,23.6591,2023-03-17 04:14:26.965062,0,1.17,0.98,2023-03-17 04:14:19.663031,"[0.6, 0.5, 0.35, 0.35, 0.3, 0.3, 0.25, 0.2, 0.15, 0.05, 0.1, 0.2, 0.1, 0.1, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 04:14:24.840622,2023-03-17 04:14:26.848078,2023-03-17 04:14:24.501039,2023-03-17 04:14:26.504115,2023-03-17 04:14:26.965062,2023-03-17 04:14:19.663031
23,selfRM_20230317_0426_HD95086.fits,SKY,2023-03-17 04:28:57,true,true,,20.0,0.0,0.02,2023-03-17 04:28:56.424789,1800.0,600.0,0.0,2023-03-17 04:28:54.902868,0.000555611505,0.000555608589,4.3463482e-05,2023-03-17 04:28:50.591838,1.09,2023-03-17 04:28:56.898287,164.275833333333,-68.67325,50.0493,0.436944444444,23.6614,2023-03-17 04:28:53.046623,2,0.48,0.98,2023-03-17 04:28:51.494163,"[0.5, 0.5, 0.35, 0.25, 0.2, 0.2, 0.15, 0.15, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 04:28:56.424789,2023-03-17 04:28:54.902868,2023-03-17 04:28:50.591838,2023-03-17 04:28:56.898287,2023-03-17 04:28:53.046623,2023-03-17 04:28:51.494163
24,selfRM_20230317_0432_HD95086.fits,SKY,2023-03-17 04:34:56,true,true,,20.0,0.0,0.02,2023-03-17 04:34:53.5466,1800.0,600.0,0.0,2023-03-17 04:34:55.553933,0.000555610842,0.000555610047,4.3495156e-05,2023-03-17 04:34:50.912418,1.25,2023-03-17 04:34:55.104352,164.275166666667,-68.673472222222,49.9556,0.536944444444,23.6588,2023-03-17 04:34:55.112581,2,0.34,0.98,2023-03-17 04:34:48.275274,"[0.5, 0.5, 0.35, 0.25, 0.2, 0.2, 0.15, 0.15, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 04:34:53.5466,2023-03-17 04:34:55.553933,2023-03-17 04:34:50.912418,2023-03-17 04:34:55.104352,2023-03-17 04:34:55.112581,2023-03-17 04:34:48.275274
25,selfRM_20230317_0440_HD95086.fits,SKY,2023-03-17 04:42:36,true,true,,20.0,0.0,0.02,2023-03-17 04:42:35.075601,1800.0,600.0,0.0,2023-03-17 04:42:34.560904,0.000555610842,0.000555608987,4.3462687e-05,2023-03-17 04:42:32.704917,1.42,2023-03-17 04:42:35.857312,164.274333333333,-68.673666666667,49.8076,0.665277777778,23.6614,2023-03-17 04:42:35.196207,2,0.34,0.98,2023-03-17 04:42:35.958044,"[0.5, 0.5, 0.35, 0.25, 0.2, 0.2, 0.15, 0.15, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 04:42:35.075601,2023-03-17 04:42:34.560904,2023-03-17 04:42:32.704917,2023-03-17 04:42:35.857312,2023-03-17 04:42:35.196207,2023-03-17 04:42:35.958044
26,selfRM_20230317_0447_HD95086.fits,SKY,2023-03-17 04:50:16,true,true,,20.0,0.0,0.02,2023-03-17 04:50:14.084732,1800.0,600.0,0.0,2023-03-17 04:50:13.570031,0.000555610975,0.000555609252,4.3442145e-05,2023-03-17 04:50:15.128292,0.88,2023-03-17 04:50:15.002499,164.273541666667,-68.67375,49.6297,0.793333333333,23.6628,2023-03-17 04:50:15.281605,2,0.34,0.98,2023-03-17 04:50:13.570254,"[0.5, 0.5, 0.35, 0.25, 0.2, 0.2, 0.15, 0.15, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 04:50:14.084732,2023-03-17 04:50:13.570031,2023-03-17 04:50:15.128292,2023-03-17 04:50:15.002499,2023-03-17 04:50:15.281605,2023-03-17 04:50:13.570254
27,selfRM_20230317_0457_HD95086.fits,SKY,2023-03-17 04:59:46,true,true,,20.0,0.0,0.02,2023-03-17 04:59:44.061607,1800.0,600.0,0.0,2023-03-17 04:59:43.546905,0.000555610975,0.000555609119,4.3582492e-05,2023-03-17 04:59:40.756729,0.71,2023-03-17 04:59:45.938371,164.271791666667,-68.674083333333,49.3666,0.952222222222,23.6595,2023-03-17 04:59:45.384772,2,0.34,0.98,2023-03-17 04:59:40.002975,"[0.5, 0.5, 0.35, 0.25, 0.2, 0.2, 0.15, 0.15, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 04:59:44.061607,2023-03-17 04:59:43.546905,2023-03-17 04:59:40.756729,2023-03-17 04:59:45.938371,2023-03-17 04:59:45.384772,2023-03-17 04:59:40.002975
28,selfRM_20230317_0723_HD95086.fits,SKY,2023-03-17 07:23:46,true,true,,20.0,0.0,0.02,2023-03-17 07:23:44.598604,1800.0,600.0,0.0,2023-03-17 07:23:44.083903,0.000555610975,0.000555610047,4.3703491e-05,2023-03-17 07:23:41.51859,0.73,2023-03-17 07:23:45.680403,164.250458333333,-68.673027777778,40.8522,3.360277777778,23.6576,2023-03-17 07:23:45.993223,2,1.0,0.98,2023-03-17 07:23:45.443951,"[0.6, 0.65, 0.35, 0.3, 0.3, 0.25, 0.25, 0.25, 0.2, 0.2, 0.15, 0.15, 0.15, 0.15, 0.1]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 07:23:44.598604,2023-03-17 07:23:44.083903,2023-03-17 07:23:41.51859,2023-03-17 07:23:45.680403,2023-03-17 07:23:45.993223,2023-03-17 07:23:45.443951
31,selfRM_20230317_IMLup.fits,SKY,2023-03-17 09:57:42,true,true,,20.0,0.0,0.02,2023-03-17 09:57:40.747607,1000.0,600.0,0.0,2023-03-17 09:57:40.232876,0.001000088137,0.001000081455,4.4170204e-05,2023-03-17 09:57:32.013042,0.6,2023-03-17 09:57:41.487366,239.0415,-37.944083333333,75.291,0.935555555556,303.436,2023-03-17 09:57:36.634457,2,1.0,0.98,2023-03-17 09:57:33.101407,"[0.65, 0.65, 0.35, 0.3, 0.3, 0.25, 0.25, 0.25, 0.2, 0.2, 0.15, 0.05, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 09:57:40.747607,2023-03-17 09:57:40.232876,2023-03-17 09:57:32.013042,2023-03-17 09:57:41.487366,2023-03-17 09:57:36.634457,2023-03-17 09:57:33.101407
63,selfRM_20230522_LAB_spark_1799_020amps_20seps.fits,LAB,2023-03-17 10:44:42,false,false,,,,,2023-03-17 10:08:22.235607,1000.0,1.0,0.0,2023-03-17 10:08:24.242921,0.001000090046,0.001000090762,4.3820571e-05,2023-03-17 10:05:22.344792,0.5,2023-03-17 10:44:15.574345,264.735666666667,-28.998416666667,89.9966,0.001944444444,122.0422,2023-03-17 10:44:32.054654,0,1.0,0.98,2023-03-17 10:44:34.768566,"[0.65, 0.65, 0.35, 0.3, 0.3, 0.25, 0.25, 0.25, 0.2, 0.2, 0.15, 0.05, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 10:08:22.235607,2023-03-17 10:08:24.242921,2023-03-17 10:05:22.344792,2023-03-17 10:44:15.574345,2023-03-17 10:44:32.054654,2023-03-17 10:44:34.768566
64,selfRM_20230522_LAB_spark_1800_1Hz_020amps_20seps.fits,LAB,2023-03-17 10:44:42,false,false,,,,,2023-03-17 10:08:22.235607,1000.0,1.0,0.0,2023-03-17 10:08:24.242921,0.001000090046,0.001000090762,4.3820571e-05,2023-03-17 10:05:22.344792,0.5,2023-03-17 10:44:15.574345,264.735666666667,-28.998416666667,89.9966,0.001944444444,122.0422,2023-03-17 10:44:32.054654,0,1.0,0.98,2023-03-17 10:44:34.768566,"[0.65, 0.65, 0.35, 0.3, 0.3, 0.25, 0.25, 0.25, 0.2, 0.2, 0.15, 0.05, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.99, 0.99, 0.98, 0.98, 0.98, 0.97, 0.97, 0.97, 0.97, 0.95]",2023-03-17 10:08:22.235607,2023-03-17 10:08:24.242921,2023-03-17 10:05:22.344792,2023-03-17 10:44:15.574345,2023-03-17 10:44:32.054654,2023-03-17 10:44:34.768566
